db_id,SQL,query_toks,query_toks_no_value,question,question_toks,sql,question_id,execution_time
art_1,"SELECT DISTINCT title FROM paintings WHERE height_mm  >  (SELECT min(height_mm) FROM paintings WHERE mediumOn  =  ""canvas"")","['SELECT', 'DISTINCT', 'title', 'FROM', 'paintings', 'WHERE', 'height_mm', '>', '(', 'SELECT', 'min', '(', 'height_mm', ')', 'FROM', 'paintings', 'WHERE', 'mediumOn', '=', '``', 'canvas', ""''"", ')']","['select', 'distinct', 'title', 'from', 'paintings', 'where', 'height_mm', '>', '(', 'select', 'min', '(', 'height_mm', ')', 'from', 'paintings', 'where', 'mediumon', '=', 'value', ')']",What are the distinct titles of every painting that has a greater height than some painting on canvas?,"['What', 'are', 'the', 'distinct', 'titles', 'of', 'every', 'painting', 'that', 'has', 'a', 'greater', 'height', 'than', 'some', 'painting', 'on', 'canvas', '?']","{'from': {'table_units': [['table_unit', 1]], 'conds': []}, 'select': [True, [[0, [0, [0, 7, False], None]]]], 'where': [[False, 3, [0, [0, 9, False], None], {'from': {'table_units': [['table_unit', 1]], 'conds': []}, 'select': [False, [[2, [0, [0, 9, False], None]]]], 'where': [[False, 2, [0, [0, 12, False], None], '""canvas""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}, None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",1255,1.0748280946052436e-05
movie_2,SELECT T2.name FROM movies AS T1 JOIN movietheaters AS T2 ON T1.code  =  T2.movie WHERE T1.rating  =  'G',"['SELECT', 'T2.name', 'FROM', 'movies', 'AS', 'T1', 'JOIN', 'movietheaters', 'AS', 'T2', 'ON', 'T1.code', '=', 'T2.movie', 'WHERE', 'T1.rating', '=', ""'G"", ""'""]","['select', 't2', '.', 'name', 'from', 'movies', 'as', 't1', 'join', 'movietheaters', 'as', 't2', 'on', 't1', '.', 'code', '=', 't2', '.', 'movie', 'where', 't1', '.', 'rating', '=', 'value']",Find the name of the movie theaters that are playing the movies whose rating is ‘G’.,"['Find', 'the', 'name', 'of', 'the', 'movie', 'theaters', 'that', 'are', 'playing', 'the', 'movies', 'whose', 'rating', 'is', '‘G’', '.']","{'from': {'table_units': [['table_unit', 0], ['table_unit', 1]], 'conds': [[False, 2, [0, [0, 1, False], None], [0, 6, False], None]]}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [[False, 2, [0, [0, 3, False], None], '""G""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",1845,5.440243503379852e-06
vehicle_rent,"SELECT name ,  age FROM customers ORDER BY membership_credit DESC LIMIT 1","['SELECT', 'name', ',', 'age', 'FROM', 'customers', 'ORDER', 'BY', 'membership_credit', 'DESC', 'LIMIT', '1']","['select', 'name', ',', 'age', 'from', 'customers', 'order', 'by', 'membership_credit', 'desc', 'limit', 'value']",What is the name and age of the customer with the most membership credit?,"['What', 'is', 'the', 'name', 'and', 'age', 'of', 'the', 'customer', 'with', 'the', 'most', 'membership', 'credit', '?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 2, False], None]], [0, [0, [0, 3, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': ['desc', [[0, [0, 4, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",418,7.484343098100237e-06
vehicle_rent,SELECT name FROM vehicles WHERE id NOT IN (SELECT vehicles_id FROM renting_history),"['SELECT', 'name', 'FROM', 'vehicles', 'WHERE', 'id', 'NOT', 'IN', '(', 'SELECT', 'vehicles_id', 'FROM', 'renting_history', ')']","['select', 'name', 'from', 'vehicles', 'where', 'id', 'not', 'in', '(', 'select', 'vehicles_id', 'from', 'renting_history', ')']",Show the name of vehicles with no renting history.,"['Show', 'the', 'name', 'of', 'vehicles', 'with', 'no', 'renting', 'history', '.']","{'from': {'table_units': [['table_unit', 2]], 'conds': []}, 'select': [False, [[0, [0, [0, 9, False], None]]]], 'where': [[True, 8, [0, [0, 8, False], None], {'from': {'table_units': [['table_unit', 3]], 'conds': []}, 'select': [False, [[0, [0, [0, 21, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}, None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",425,7.924728443601518e-06
cre_Doc_Workflow,SELECT count(*) FROM Staff,"['SELECT', 'count', '(', '*', ')', 'FROM', 'Staff']","['select', 'count', '(', '*', ')', 'from', 'staff']",How many staff do we have?,"['How', 'many', 'staff', 'do', 'we', 'have', '?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[3, [0, [0, 0, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",2040,5.068990632402475e-06
car_racing,SELECT country FROM country WHERE country_id NOT IN (SELECT country FROM driver),"['SELECT', 'country', 'FROM', 'country', 'WHERE', 'country_id', 'NOT', 'IN', '(', 'SELECT', 'country', 'FROM', 'driver', ')']","['select', 'country', 'from', 'country', 'where', 'country_id', 'not', 'in', '(', 'select', 'country', 'from', 'driver', ')']",Find the countries where no driver come from.,"['Find', 'the', 'countries', 'where', 'no', 'driver', 'come', 'from', '.']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 2, False], None]]]], 'where': [[True, 8, [0, [0, 1, False], None], {'from': {'table_units': [['table_unit', 2]], 'conds': []}, 'select': [False, [[0, [0, [0, 14, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}, None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",1635,7.857403934302955e-06
book_1,SELECT title FROM book WHERE saleprice  >  (SELECT avg(saleprice) FROM book),"['SELECT', 'title', 'FROM', 'book', 'WHERE', 'saleprice', '>', '(', 'SELECT', 'avg', '(', 'saleprice', ')', 'FROM', 'book', ')']","['select', 'title', 'from', 'book', 'where', 'saleprice', '>', '(', 'select', 'avg', '(', 'saleprice', ')', 'from', 'book', ')']",List all book titles which have sale prices higher than the average.,"['List', 'all', 'book', 'titles', 'which', 'have', 'sale', 'prices', 'higher', 'than', 'the', 'average', '.']","{'from': {'table_units': [['table_unit', 3]], 'conds': []}, 'select': [False, [[0, [0, [0, 12, False], None]]]], 'where': [[False, 3, [0, [0, 15, False], None], {'from': {'table_units': [['table_unit', 3]], 'conds': []}, 'select': [False, [[5, [0, [0, 15, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}, None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",565,5.953394010606589e-06
warehouse_1,SELECT CONTENTS FROM boxes EXCEPT SELECT T1.contents FROM boxes AS T1 JOIN warehouses AS T2 ON T1.warehouse  =  T2.code WHERE T2.location  =  'New York',"['SELECT', 'CONTENTS', 'FROM', 'boxes', 'EXCEPT', 'SELECT', 'T1.contents', 'FROM', 'boxes', 'AS', 'T1', 'JOIN', 'warehouses', 'AS', 'T2', 'ON', 'T1.warehouse', '=', 'T2.code', 'WHERE', 'T2.location', '=', ""'New"", 'York', ""'""]","['select', 'contents', 'from', 'boxes', 'except', 'select', 't1', '.', 'contents', 'from', 'boxes', 'as', 't1', 'join', 'warehouses', 'as', 't2', 'on', 't1', '.', 'warehouse', '=', 't2', '.', 'code', 'where', 't2', '.', 'location', '=', 'value']",What types of contents cannot be found in warehouses in New York?,"['What', 'types', 'of', 'contents', 'can', 'not', 'be', 'found', 'in', 'warehouses', 'in', 'New', 'York', '?']","{'from': {'table_units': [['table_unit', 1]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': {'from': {'table_units': [['table_unit', 1], ['table_unit', 0]], 'conds': [[False, 2, [0, [0, 7, False], None], [0, 1, False], None]]}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [[False, 2, [0, [0, 2, False], None], '""New York""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}}",1712,8.186494762247259e-06
university_rank,SELECT university_name FROM University EXCEPT SELECT T2.university_name FROM Major_Ranking AS T1 JOIN University AS T2 ON T1.university_id  =  T2.university_id WHERE T1.rank  =  1,"['SELECT', 'university_name', 'FROM', 'University', 'EXCEPT', 'SELECT', 'T2.university_name', 'FROM', 'Major_Ranking', 'AS', 'T1', 'JOIN', 'University', 'AS', 'T2', 'ON', 'T1.university_id', '=', 'T2.university_id', 'WHERE', 'T1.rank', '=', '1']","['select', 'university_name', 'from', 'university', 'except', 'select', 't2', '.', 'university_name', 'from', 'major_ranking', 'as', 't1', 'join', 'university', 'as', 't2', 'on', 't1', '.', 'university_id', '=', 't2', '.', 'university_id', 'where', 't1', '.', 'rank', '=', 'value']",Show all university names without a major with rank 1?,"['Show', 'all', 'university', 'names', 'without', 'a', 'major', 'with', 'rank', '1', '?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 2, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': {'from': {'table_units': [['table_unit', 3], ['table_unit', 0]], 'conds': [[False, 2, [0, [0, 19, False], None], [0, 1, False], None]]}, 'select': [False, [[0, [0, [0, 2, False], None]]]], 'where': [[False, 2, [0, [0, 18, False], None], 1.0, None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}}",1785,1.0808596135860291e-05
pilot_1,SELECT pilot_name FROM pilotskills WHERE age BETWEEN 30 AND 40 ORDER BY age,"['SELECT', 'pilot_name', 'FROM', 'pilotskills', 'WHERE', 'age', 'BETWEEN', '30', 'AND', '40', 'ORDER', 'BY', 'age']","['select', 'pilot_name', 'from', 'pilotskills', 'where', 'age', 'between', 'value', 'and', 'value', 'order', 'by', 'age']","What are the names of pilots between the ages of 30 and 40, ordered by age ascending?","['What', 'are', 'the', 'names', 'of', 'pilots', 'between', 'the', 'ages', 'of', '30', 'and', '40', ',', 'ordered', 'by', 'age', 'ascending', '?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 1, False], None]]]], 'where': [[False, 1, [0, [0, 3, False], None], 30.0, 40.0]], 'groupBy': [], 'having': [], 'orderBy': ['asc', [[0, [0, 3, False], None]]], 'limit': None, 'intersect': None, 'union': None, 'except': None}",1132,7.178008819770331e-06
advertising_agencies,"SELECT payment_id ,  invoice_id ,  payment_details FROM Payments","['SELECT', 'payment_id', ',', 'invoice_id', ',', 'payment_details', 'FROM', 'Payments']","['select', 'payment_id', ',', 'invoice_id', ',', 'payment_details', 'from', 'payments']",List all payment ids and its corresponding invoice ids and details.,"['List', 'all', 'payment', 'ids', 'and', 'its', 'corresponding', 'invoice', 'ids', 'and', 'details', '.']","{'from': {'table_units': [['table_unit', 5]], 'conds': []}, 'select': [False, [[0, [0, [0, 23, False], None]], [0, [0, [0, 24, False], None]], [0, [0, [0, 25, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",2109,1.146717054647102e-05
bakery_1,"SELECT id FROM goods WHERE flavor  =  ""Apricot"" AND price  <  5","['SELECT', 'id', 'FROM', 'goods', 'WHERE', 'flavor', '=', '``', 'Apricot', ""''"", 'AND', 'price', '<', '5']","['select', 'id', 'from', 'goods', 'where', 'flavor', '=', 'value', 'and', 'price', '<', 'value']",What are ids of the goods that have Apricot flavor and are cheaper than 5 dollars?,"['What', 'are', 'ids', 'of', 'the', 'goods', 'that', 'have', 'Apricot', 'flavor', 'and', 'are', 'cheaper', 'than', '5', 'dollars', '?']","{'from': {'table_units': [['table_unit', 1]], 'conds': []}, 'select': [False, [[0, [0, [0, 4, False], None]]]], 'where': [[False, 2, [0, [0, 5, False], None], '""Apricot""', None], 'and', [False, 4, [0, [0, 7, False], None], 5.0, None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",1523,7.121680266778878e-06
boat_1,"SELECT bid ,  count(*) FROM Reserves GROUP BY bid","['SELECT', 'bid', ',', 'count', '(', '*', ')', 'FROM', 'Reserves', 'GROUP', 'BY', 'bid']","['select', 'bid', ',', 'count', '(', '*', ')', 'from', 'reserves', 'group', 'by', 'bid']",Find the number of reservations for each boat.,"['Find', 'the', 'number', 'of', 'reservations', 'for', 'each', 'boat', '.']","{'from': {'table_units': [['table_unit', 2]], 'conds': []}, 'select': [False, [[0, [0, [0, 9, False], None]], [3, [0, [0, 0, False], None]]]], 'where': [], 'groupBy': [[0, 9, False]], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",893,6.149010556383115e-06
car_racing,"SELECT max(T2.Points) FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country WHERE T1.Capital  =  ""Dublin""","['SELECT', 'max', '(', 'T2.Points', ')', 'FROM', 'country', 'AS', 'T1', 'JOIN', 'driver', 'AS', 'T2', 'ON', 'T1.Country_ID', '=', 'T2.Country', 'WHERE', 'T1.Capital', '=', '``', 'Dublin', ""''""]","['select', 'max', '(', 't2', '.', 'points', ')', 'from', 'country', 'as', 't1', 'join', 'driver', 'as', 't2', 'on', 't1', '.', 'country_id', '=', 't2', '.', 'country', 'where', 't1', '.', 'capital', '=', 'value']","Show the maximum points of the drivers from countries with capital ""Dublin""","['Show', 'the', 'maximum', 'points', 'of', 'the', 'drivers', 'from', 'countries', 'with', 'capital', '``', 'Dublin', ""''""]","{'from': {'table_units': [['table_unit', 0], ['table_unit', 2]], 'conds': [[False, 2, [0, [0, 1, False], None], [0, 14, False], None]]}, 'select': [False, [[1, [0, [0, 18, False], None]]]], 'where': [[False, 2, [0, [0, 3, False], None], '""Dublin""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",1615,6.430496043064678e-06
conference,"SELECT conference_name ,  count(*) FROM conference GROUP BY conference_name","['SELECT', 'conference_name', ',', 'count', '(', '*', ')', 'FROM', 'conference', 'GROUP', 'BY', 'conference_name']","['select', 'conference_name', ',', 'count', '(', '*', ')', 'from', 'conference', 'group', 'by', 'conference_name']","For each conference name, how many times has it occurred?","['For', 'each', 'conference', 'name', ',', 'how', 'many', 'times', 'has', 'it', 'occurred', '?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 2, False], None]], [3, [0, [0, 0, False], None]]]], 'where': [], 'groupBy': [[0, 2, False]], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",1060,6.957899195828823e-06
book_1,"SELECT name ,  address FROM Client","['SELECT', 'name', ',', 'address', 'FROM', 'Client']","['select', 'name', ',', 'address', 'from', 'client']",What are the names and addressed of all clients?,"['What', 'are', 'the', 'names', 'and', 'addressed', 'of', 'all', 'clients', '?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 2, False], None]], [0, [0, [0, 3, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",518,6.980636342889582e-06
warehouse_1,SELECT T2.location FROM boxes AS T1 JOIN warehouses AS T2 ON T1.warehouse  =  T2.code WHERE T1.contents  =  'Rocks' INTERSECT SELECT T2.location FROM boxes AS T1 JOIN warehouses AS T2 ON T1.warehouse  =  T2.code WHERE T1.contents  =  'Scissors',"['SELECT', 'T2.location', 'FROM', 'boxes', 'AS', 'T1', 'JOIN', 'warehouses', 'AS', 'T2', 'ON', 'T1.warehouse', '=', 'T2.code', 'WHERE', 'T1.contents', '=', ""'Rocks"", ""'"", 'INTERSECT', 'SELECT', 'T2.location', 'FROM', 'boxes', 'AS', 'T1', 'JOIN', 'warehouses', 'AS', 'T2', 'ON', 'T1.warehouse', '=', 'T2.code', 'WHERE', 'T1.contents', '=', ""'Scissors"", ""'""]","['select', 't2', '.', 'location', 'from', 'boxes', 'as', 't1', 'join', 'warehouses', 'as', 't2', 'on', 't1', '.', 'warehouse', '=', 't2', '.', 'code', 'where', 't1', '.', 'contents', '=', 'value', 'intersect', 'select', 't2', '.', 'location', 'from', 'boxes', 'as', 't1', 'join', 'warehouses', 'as', 't2', 'on', 't1', '.', 'warehouse', '=', 't2', '.', 'code', 'where', 't1', '.', 'contents', '=', 'value']",Find the location of the warehouses which store contents Rocks and Scissors.,"['Find', 'the', 'location', 'of', 'the', 'warehouses', 'which', 'store', 'contents', 'Rocks', 'and', 'Scissors', '.']","{'from': {'table_units': [['table_unit', 1], ['table_unit', 0]], 'conds': [[False, 2, [0, [0, 7, False], None], [0, 1, False], None]]}, 'select': [False, [[0, [0, [0, 2, False], None]]]], 'where': [[False, 2, [0, [0, 5, False], None], '""Rocks""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': {'from': {'table_units': [['table_unit', 1], ['table_unit', 0]], 'conds': [[False, 2, [0, [0, 7, False], None], [0, 1, False], None]]}, 'select': [False, [[0, [0, [0, 2, False], None]]]], 'where': [[False, 2, [0, [0, 5, False], None], '""Scissors""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}, 'union': None, 'except': None}",1717,9.920867277553887e-06
video_game,"SELECT DISTINCT T1.Developers FROM game AS T1 JOIN game_player AS T2 ON T1.Game_ID  =  T2.Game_ID JOIN player AS T3 ON T2.Player_ID  =  T3.Player_ID WHERE T3.College  =  ""Auburn""","['SELECT', 'DISTINCT', 'T1.Developers', 'FROM', 'game', 'AS', 'T1', 'JOIN', 'game_player', 'AS', 'T2', 'ON', 'T1.Game_ID', '=', 'T2.Game_ID', 'JOIN', 'player', 'AS', 'T3', 'ON', 'T2.Player_ID', '=', 'T3.Player_ID', 'WHERE', 'T3.College', '=', '``', 'Auburn', ""''""]","['select', 'distinct', 't1', '.', 'developers', 'from', 'game', 'as', 't1', 'join', 'game_player', 'as', 't2', 'on', 't1', '.', 'game_id', '=', 't2', '.', 'game_id', 'join', 'player', 'as', 't3', 'on', 't2', '.', 'player_id', '=', 't3', '.', 'player_id', 'where', 't3', '.', 'college', '=', 'value']",What are the different developers of games that are played by players that attend Auburn college?,"['What', 'are', 'the', 'different', 'developers', 'of', 'games', 'that', 'are', 'played', 'by', 'players', 'that', 'attend', 'Auburn', 'college', '?']","{'from': {'table_units': [['table_unit', 1], ['table_unit', 3], ['table_unit', 2]], 'conds': [[False, 2, [0, [0, 5, False], None], [0, 18, False], None], 'and', [False, 2, [0, [0, 17, False], None], [0, 12, False], None]]}, 'select': [True, [[0, [0, [0, 9, False], None]]]], 'where': [[False, 2, [0, [0, 16, False], None], '""Auburn""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",1952,8.926383805263674e-06
art_1,SELECT DISTINCT T1.birthYear FROM artists AS T1 JOIN sculptures AS T2 ON T1.artistID  =  T2.sculptorID WHERE T2.year  >  1920,"['SELECT', 'DISTINCT', 'T1.birthYear', 'FROM', 'artists', 'AS', 'T1', 'JOIN', 'sculptures', 'AS', 'T2', 'ON', 'T1.artistID', '=', 'T2.sculptorID', 'WHERE', 'T2.year', '>', '1920']","['select', 'distinct', 't1', '.', 'birthyear', 'from', 'artists', 'as', 't1', 'join', 'sculptures', 'as', 't2', 'on', 't1', '.', 'artistid', '=', 't2', '.', 'sculptorid', 'where', 't2', '.', 'year', '>', 'value']",Find the birth years of all distinct artists who made sculptures after 1920?,"['Find', 'the', 'birth', 'years', 'of', 'all', 'distinct', 'artists', 'who', 'made', 'sculptures', 'after', '1920', '?']","{'from': {'table_units': [['table_unit', 0], ['table_unit', 2]], 'conds': [[False, 2, [0, [0, 1, False], None], [0, 20, False], None]]}, 'select': [True, [[0, [0, [0, 4, False], None]]]], 'where': [[False, 3, [0, [0, 17, False], None], 1920.0, None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",1218,6.514353585909262e-06
book_1,"SELECT count(*) FROM Book AS T1 JOIN Books_Order AS T2 ON T1.isbn  =  T2.isbn WHERE T1.title  =  ""Pride and Prejudice""","['SELECT', 'count', '(', '*', ')', 'FROM', 'Book', 'AS', 'T1', 'JOIN', 'Books_Order', 'AS', 'T2', 'ON', 'T1.isbn', '=', 'T2.isbn', 'WHERE', 'T1.title', '=', '``', 'Pride', 'and', 'Prejudice', ""''""]","['select', 'count', '(', '*', ')', 'from', 'book', 'as', 't1', 'join', 'books_order', 'as', 't2', 'on', 't1', '.', 'isbn', '=', 't2', '.', 'isbn', 'where', 't1', '.', 'title', '=', 'value']","How many orders do we have for ""Pride and Prejudice""?","['How', 'many', 'orders', 'do', 'we', 'have', 'for', '``', 'Pride', 'and', 'Prejudice', ""''"", '?']","{'from': {'table_units': [['table_unit', 3], ['table_unit', 5]], 'conds': [[False, 2, [0, [0, 11, False], None], [0, 18, False], None]]}, 'select': [False, [[3, [0, [0, 0, False], None]]]], 'where': [[False, 2, [0, [0, 12, False], None], '""Pride and Prejudice""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",583,5.385515367085434e-06
e_commerce,"SELECT product_id ,  product_name ,  product_price ,  product_color FROM Products EXCEPT SELECT T1.product_id ,  T1.product_name ,  T1.product_price ,  T1.product_color FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id JOIN Orders AS T3 ON T2.order_id  =  T3.order_id GROUP BY T1.product_id HAVING count(*)  >=  2","['SELECT', 'product_id', ',', 'product_name', ',', 'product_price', ',', 'product_color', 'FROM', 'Products', 'EXCEPT', 'SELECT', 'T1.product_id', ',', 'T1.product_name', ',', 'T1.product_price', ',', 'T1.product_color', 'FROM', 'Products', 'AS', 'T1', 'JOIN', 'Order_items', 'AS', 'T2', 'ON', 'T1.product_id', '=', 'T2.product_id', 'JOIN', 'Orders', 'AS', 'T3', 'ON', 'T2.order_id', '=', 'T3.order_id', 'GROUP', 'BY', 'T1.product_id', 'HAVING', 'count', '(', '*', ')', '>', '=', '2']","['select', 'product_id', ',', 'product_name', ',', 'product_price', ',', 'product_color', 'from', 'products', 'except', 'select', 't1', '.', 'product_id', ',', 't1', '.', 'product_name', ',', 't1', '.', 'product_price', ',', 't1', '.', 'product_color', 'from', 'products', 'as', 't1', 'join', 'order_items', 'as', 't2', 'on', 't1', '.', 'product_id', '=', 't2', '.', 'product_id', 'join', 'orders', 'as', 't3', 'on', 't2', '.', 'order_id', '=', 't3', '.', 'order_id', 'group', 'by', 't1', '.', 'product_id', 'having', 'count', '(', '*', ')', '>', '=', 'value']","What are the id, name, price and color of the products which have not been ordered for at least twice?","['What', 'are', 'the', 'id', ',', 'name', ',', 'price', 'and', 'color', 'of', 'the', 'products', 'which', 'have', 'not', 'been', 'ordered', 'for', 'at', 'least', 'twice', '?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 1, False], None]], [0, [0, [0, 3, False], None]], [0, [0, [0, 4, False], None]], [0, [0, [0, 5, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': {'from': {'table_units': [['table_unit', 0], ['table_unit', 5], ['table_unit', 4]], 'conds': [[False, 2, [0, [0, 1, False], None], [0, 31, False], None], 'and', [False, 2, [0, [0, 32, False], None], [0, 26, False], None]]}, 'select': [False, [[0, [0, [0, 1, False], None]], [0, [0, [0, 3, False], None]], [0, [0, [0, 4, False], None]], [0, [0, [0, 5, False], None]]]], 'where': [], 'groupBy': [[0, 1, False]], 'having': [[False, 5, [0, [3, 0, False], None], 2.0, None]], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}}",48,1.199579782398286e-05
book_press,SELECT count(*) FROM author WHERE age  <  30,"['SELECT', 'count', '(', '*', ')', 'FROM', 'author', 'WHERE', 'age', '<', '30']","['select', 'count', '(', '*', ')', 'from', 'author', 'where', 'age', '<', 'value']",how many authors are under age 30?,"['how', 'many', 'authors', 'are', 'under', 'age', '30', '?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[3, [0, [0, 0, False], None]]]], 'where': [[False, 4, [0, [0, 3, False], None], 30.0, None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",1983,5.25169801249197e-06
vehicle_driver,"SELECT count(*) ,  driver_id FROM vehicle_driver GROUP BY driver_id ORDER BY count(*) DESC LIMIT 1","['SELECT', 'count', '(', '*', ')', ',', 'driver_id', 'FROM', 'vehicle_driver', 'GROUP', 'BY', 'driver_id', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1']","['select', 'count', '(', '*', ')', ',', 'driver_id', 'from', 'vehicle_driver', 'group', 'by', 'driver_id', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']","What is the id of the driver who has driven the most vehicles, and how many vehicles is this?","['What', 'is', 'the', 'id', 'of', 'the', 'driver', 'who', 'has', 'driven', 'the', 'most', 'vehicles', ',', 'and', 'how', 'many', 'vehicles', 'is', 'this', '?']","{'from': {'table_units': [['table_unit', 2]], 'conds': []}, 'select': [False, [[3, [0, [0, 0, False], None]], [0, [0, [0, 12, False], None]]]], 'where': [], 'groupBy': [[0, 12, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",156,8.032828007326132e-06
institution_sports,SELECT T1.Nickname FROM championship AS T1 JOIN institution AS T2 ON T1.Institution_ID  =  T2.Institution_ID ORDER BY T2.Capacity DESC,"['SELECT', 'T1.Nickname', 'FROM', 'championship', 'AS', 'T1', 'JOIN', 'institution', 'AS', 'T2', 'ON', 'T1.Institution_ID', '=', 'T2.Institution_ID', 'ORDER', 'BY', 'T2.Capacity', 'DESC']","['select', 't1', '.', 'nickname', 'from', 'championship', 'as', 't1', 'join', 'institution', 'as', 't2', 'on', 't1', '.', 'institution_id', '=', 't2', '.', 'institution_id', 'order', 'by', 't2', '.', 'capacity', 'desc']",List the nicknames of institutions in descending order of capacity.,"['List', 'the', 'nicknames', 'of', 'institutions', 'in', 'descending', 'order', 'of', 'capacity', '.']","{'from': {'table_units': [['table_unit', 1], ['table_unit', 0]], 'conds': [[False, 2, [0, [0, 12, False], None], [0, 1, False], None]]}, 'select': [False, [[0, [0, [0, 13, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': ['desc', [[0, [0, 11, False], None]]], 'limit': None, 'intersect': None, 'union': None, 'except': None}",1673,7.154497334432572e-06
